time,haccel_trapz_int1,haccel_trapz_int2,haccel_peak_int3,haccel_peak_int4,vaccel_trapz_int1,vaccel_trapz_int2,vaccel_peak_int3,vaccel_peak_int4
140,8.471558629486567e-05,1.2952810477308016e-05,0.164,0.4,3.2427030473423e-05,4.516406969423704e-05,0.216,0.41600000000000004
150,8.355196708933613e-05,1.43252942805057e-05,0.156,0.40800000000000003,3.0607608017959006e-05,4.7152644421912044e-05,0.216,0.368
160,8.259713664582273e-05,1.4888344958459215e-05,0.156,0.41200000000000003,3.322646155501786e-05,4.771199897669011e-05,0.216,0.41600000000000004
170,8.29205194642601e-05,1.528629094280752e-05,0.164,0.40800000000000003,3.3160929052463936e-05,4.747037541566987e-05,0.22,0.40800000000000003
180,8.381297874683861e-05,1.4711222737428911e-05,0.152,0.404,3.5456397011025476e-05,4.632290186760606e-05,0.22,0.404
190,8.300355577371091e-05,1.4449087576390696e-05,0.152,0.396,3.3635989917742964e-05,4.550759188271497e-05,0.216,0.404
200,8.361114738922738e-05,1.4947004249210963e-05,0.148,0.4,3.3094954640560957e-05,4.644251227359512e-05,0.216,0.4
210,8.721366482928744e-05,1.3242398519520089e-05,0.14400000000000002,0.396,3.475508060248185e-05,4.7460974047527284e-05,0.20800000000000002,0.396
220,8.671655141050801e-05,1.5169477307622852e-05,0.14,0.396,3.154920338373041e-05,5.144192379413002e-05,0.224,0.396
230,8.550135994278365e-05,1.5592513432353205e-05,0.148,0.396,2.884939570307929e-05,4.8955005913133015e-05,0.20800000000000002,0.396
240,9.017275920645632e-05,1.3398198618462275e-05,0.14,0.396,3.241722201239809e-05,4.5840847740592116e-05,0.216,0.396
250,8.312360169531331e-05,1.3553451844460245e-05,0.136,0.396,3.449771349689632e-05,4.7258693931956446e-05,0.20800000000000002,0.396
260,8.820024778438905e-05,1.41637004927496e-05,0.14,0.388,3.117219398434144e-05,4.8375362638253326e-05,0.216,0.388
270,8.944723452568591e-05,1.3682906323978878e-05,0.14,0.396,3.322722160083841e-05,5.0354798753391655e-05,0.20800000000000002,0.396
280,9.250511451263841e-05,1.3874653685355983e-05,0.14400000000000002,0.388,3.085646997927803e-05,4.834476453833903e-05,0.216,0.388
290,8.878976496175e-05,1.4284912428432945e-05,0.128,0.392,3.061699870275306e-05,5.022143813622715e-05,0.22,0.388
300,8.78992117688388e-05,1.4203581506717766e-05,0.148,0.384,3.200046044052389e-05,5.0392264734402316e-05,0.188,0.384
310,9.014696962601187e-05,1.3504666899954578e-05,0.132,0.396,3.0589568283930325e-05,5.0266142921569764e-05,0.20400000000000001,0.396
320,8.693157419950504e-05,1.4097450358843697e-05,0.136,0.388,3.2382892661721074e-05,4.956065805535059e-05,0.20800000000000002,0.388
330,9.199809536615536e-05,1.4408845394759146e-05,0.14,0.388,3.0375174385430995e-05,5.03068729213116e-05,0.20800000000000002,0.388
340,8.468326783736917e-05,1.4392166890277552e-05,0.14,0.388,3.3993527909981095e-05,4.947796028140387e-05,0.2,0.388
350,8.490096510601068e-05,1.447020861217574e-05,0.14,0.392,3.1252384897699696e-05,5.210774125245046e-05,0.20800000000000002,0.392
360,8.87161277375025e-05,1.3809911270894606e-05,0.132,0.388,3.141194042542879e-05,4.741684485045978e-05,0.20800000000000002,0.388
370,8.732301681675958e-05,1.4745228835138849e-05,0.14,0.388,3.142042609392625e-05,4.8668172203800606e-05,0.20800000000000002,0.388
380,8.477019315299805e-05,1.3929470150342362e-05,0.14,0.392,3.2815081081389016e-05,4.731091377093623e-05,0.20800000000000002,0.392
390,8.489844727182023e-05,1.5015810627896759e-05,0.132,0.388,3.433252872335415e-05,4.861760298524024e-05,0.20800000000000002,0.388
400,8.762154951692602e-05,1.423134121799802e-05,0.14,0.392,3.2853011065684385e-05,4.6486898692419834e-05,0.20400000000000001,0.392
410,8.290737964718019e-05,1.4645741253978713e-05,0.14,0.388,3.2266390979077977e-05,4.8667584486828335e-05,0.2,0.388
420,8.951661178588008e-05,1.348609601091022e-05,0.14,0.396,3.1881863493536536e-05,4.809949713687525e-05,0.212,0.396
430,8.897921323534132e-05,1.426143275466729e-05,0.128,0.388,3.3652175614993836e-05,4.710241845241093e-05,0.20800000000000002,0.388
440,8.199607056425345e-05,1.4444677160564946e-05,0.128,0.388,3.177777342063704e-05,4.9195761973612386e-05,0.2,0.388
450,8.677094927058923e-05,1.35260791942871e-05,0.136,0.388,3.093127195619115e-05,5.027378440688592e-05,0.20800000000000002,0.388
460,8.44247896029753e-05,1.3934895019697633e-05,0.14,0.388,3.370063240083827e-05,4.833637704373841e-05,0.216,0.388
470,7.746034006782948e-05,1.6261163114125846e-05,0.14,0.388,3.0086356733610255e-05,4.90220419384839e-05,0.2,0.388
480,7.519237243740887e-05,1.670153407439592e-05,0.132,0.396,2.889610711244345e-05,4.948321977353329e-05,0.212,0.396
490,6.446927891033045e-05,1.7430342748845393e-05,0.112,0.388,3.14596490783261e-05,4.934541284430186e-05,0.224,0.38
500,6.285630989486084e-05,1.7117118406756373e-05,0.112,0.392,2.972639646447491e-05,4.76404498986644e-05,0.20800000000000002,0.392
510,6.491327236188696e-05,1.6800075891207284e-05,0.112,0.388,2.7539815899197137e-05,4.678408868335362e-05,0.20800000000000002,0.388
520,5.8732783403362613e-05,1.6442946456210635e-05,0.112,0.38,3.1392470094531146e-05,4.75534421130898e-05,0.2,0.396
530,5.887079453865387e-05,1.649890190106765e-05,0.124,0.396,2.9398902719837404e-05,4.462827697631342e-05,0.212,0.38
540,6.189498991523737e-05,1.6453549647533583e-05,0.116,0.396,2.9745197590219408e-05,4.741569802812733e-05,0.22,0.396
550,5.689956673952578e-05,1.8407761038524807e-05,0.116,0.396,2.965070384768713e-05,4.5936107260054885e-05,0.22,0.396
560,6.491099512049612e-05,1.668936890612434e-05,0.112,0.388,2.7792971155790098e-05,4.6003684200099016e-05,0.228,0.388
570,5.8872087479348074e-05,1.807091319464728e-05,0.112,0.396,2.8960784713960343e-05,4.8510717213783265e-05,0.216,0.396
580,5.774964867879299e-05,1.8238229003706793e-05,0.112,0.396,2.9050020200678225e-05,4.752838766683153e-05,0.22,0.396
590,5.816470794022602e-05,1.783630943444999e-05,0.112,0.38,3.192558224377687e-05,4.5092388490492774e-05,0.216,0.388
600,5.983570135091157e-05,1.9044683643464368e-05,0.12,0.396,2.9349848355199173e-05,4.66640746258262e-05,0.212,0.396
610,5.521776616115233e-05,1.7513851576283224e-05,0.10400000000000001,0.4,2.9352926164349463e-05,4.853578129287203e-05,0.22,0.4
620,5.912850026335596e-05,1.6825866781153087e-05,0.124,0.388,2.952300509910663e-05,4.69887939608929e-05,0.20800000000000002,0.388
630,5.878272108282299e-05,1.7775485845517783e-05,0.12,0.388,2.9169701389622083e-05,4.7646491205110005e-05,0.22,0.388
640,5.4105520879169276e-05,1.826130317427829e-05,0.112,0.4,3.0752084525635195e-05,4.7532955398074915e-05,0.216,0.4
650,5.501462754265464e-05,1.8467441051546835e-05,0.112,0.384,3.202398770351426e-05,4.798258280982983e-05,0.22,0.392
660,5.9054916296408426e-05,1.822054708963356e-05,0.12,0.396,3.018391992595105e-05,4.5436291686641315e-05,0.216,0.396
670,5.751231011907387e-05,1.787208234466905e-05,0.112,0.4,2.8894562185140517e-05,4.72090666372489e-05,0.216,0.4
680,5.69800093653554e-05,1.8270679331465294e-05,0.112,0.4,2.6785816867185695e-05,5.1314040607999036e-05,0.22,0.4
690,5.5435050311040924e-05,1.856869123953525e-05,0.132,0.396,3.114054281388445e-05,4.536760843812371e-05,0.216,0.396
700,6.074775500777232e-05,1.7632526962760577e-05,0.112,0.396,2.6749635007155986e-05,4.5443620649504005e-05,0.212,0.396
710,5.471599127223272e-05,1.8226347607782146e-05,0.12,0.392,2.70036709237608e-05,4.9032370879839665e-05,0.212,0.396
720,5.7644184698998506e-05,1.8058297042848762e-05,0.12,0.396,2.7540266897926276e-05,4.911385792930689e-05,0.224,0.396
730,6.238933457607781e-05,1.6929463346358043e-05,0.12,0.392,2.8354631639397544e-05,4.7450374669570815e-05,0.20800000000000002,0.392
740,5.405233034805034e-05,1.790360067696293e-05,0.112,0.396,2.7186754648169536e-05,4.833044319275164e-05,0.216,0.396
750,6.378407887648592e-05,1.7077382408501264e-05,0.10400000000000001,0.396,3.049386057237227e-05,4.678909812759083e-05,0.20800000000000002,0.396
760,6.836539669525737e-05,1.5610718248187923e-05,0.132,0.396,3.0058327617648338e-05,4.7250955017915074e-05,0.20400000000000001,0.392
770,6.40506400036755e-05,1.6050862398549244e-05,0.112,0.388,2.8625913891681408e-05,4.575105650066449e-05,0.212,0.38
780,6.932170183884688e-05,1.604710160242085e-05,0.14,0.388,3.003676481399739e-05,4.846884315549101e-05,0.20800000000000002,0.388
790,7.401713209352971e-05,1.4493015265901707e-05,0.14,0.392,2.8477781900550944e-05,4.677282292513864e-05,0.20800000000000002,0.392
800,7.670560533150369e-05,1.5184303832744854e-05,0.112,0.388,2.9184485090307286e-05,4.537046315542994e-05,0.22,0.384
810,7.468645394349893e-05,1.5834229179600507e-05,0.136,0.384,2.855384110141486e-05,4.827921294976136e-05,0.2,0.384
820,7.692088490208629e-05,1.525599399365426e-05,0.14400000000000002,0.388,2.9225793742280947e-05,4.863590098909441e-05,0.20800000000000002,0.388
830,7.204525339600897e-05,1.5486926757162728e-05,0.132,0.388,3.1825589039426916e-05,4.497546367977257e-05,0.2,0.388
840,7.704979350138424e-05,1.3478256892773623e-05,0.132,0.384,3.112265629623475e-05,4.567570960008243e-05,0.20800000000000002,0.38
850,7.75996136385668e-05,1.5024748284525895e-05,0.136,0.388,2.8965396926471127e-05,4.73065512834347e-05,0.20800000000000002,0.388
860,7.743894354797153e-05,1.5266726705912347e-05,0.136,0.392,3.106714559913101e-05,4.533165592361232e-05,0.2,0.392
870,7.635607455989973e-05,1.5113188469727432e-05,0.132,0.388,2.905076851065835e-05,4.4953393032314175e-05,0.216,0.388
880,7.005613051628853e-05,1.5612926473196866e-05,0.132,0.392,3.336621126681946e-05,4.751920266011833e-05,0.216,0.392
890,7.358404106564036e-05,1.467140928723448e-05,0.14,0.392,2.9572212772425873e-05,4.5329511492782766e-05,0.20800000000000002,0.38
900,6.142315914280191e-05,1.6888011128866293e-05,0.112,0.388,2.9215338344546672e-05,4.738511939598321e-05,0.212,0.388
910,6.956418073367768e-05,1.5594298161266784e-05,0.132,0.38,3.0743787852017404e-05,4.8426274738957984e-05,0.20800000000000002,0.384
920,6.626491959462304e-05,1.617428633291518e-05,0.112,0.388,2.9672995703786427e-05,4.597931539852099e-05,0.20800000000000002,0.388
930,5.569982194849829e-05,1.757084788098709e-05,0.112,0.388,2.882966441503089e-05,4.716404629333494e-05,0.20400000000000001,0.388
940,6.146673879702311e-05,1.7720827503244407e-05,0.116,0.4,2.683644125464419e-05,4.542089072772695e-05,0.20800000000000002,0.376
950,6.0024702173146416e-05,1.825063311720597e-05,0.112,0.396,3.006739054683758e-05,4.6812002022313325e-05,0.212,0.388
960,5.3781785307548826e-05,1.8616850871157334e-05,0.116,0.4,2.6695425847980317e-05,4.762990697148631e-05,0.20800000000000002,0.4
970,5.889397262149565e-05,1.7329037140823457e-05,0.112,0.384,2.8385615571222786e-05,4.65412963182391e-05,0.20800000000000002,0.384
980,6.136391958956352e-05,1.692376582553136e-05,0.116,0.384,2.8140613045713892e-05,4.788972335883404e-05,0.212,0.384
990,5.529344691134104e-05,1.7272192501239487e-05,0.112,0.392,2.750881201695658e-05,4.520602603052253e-05,0.212,0.388
1000,5.2556374647155885e-05,1.75210530529617e-05,0.112,0.396,2.718229116686327e-05,4.588505614926055e-05,0.212,0.396
1010,5.997067271410709e-05,1.7243491653671006e-05,0.116,0.4,3.0218396724420223e-05,4.4759095481598766e-05,0.22,0.388
1020,5.580631068385073e-05,1.6684144938518325e-05,0.112,0.384,2.792079205197156e-05,4.63958548029753e-05,0.2,0.392
1030,5.158035161935653e-05,1.7564188129947117e-05,0.112,0.392,2.9550483994778463e-05,4.565845508612917e-05,0.212,0.392
1040,5.679101972371194e-05,1.712042140626684e-05,0.112,0.396,3.059199250395836e-05,4.780961974056493e-05,0.212,0.392
1050,5.599467058534194e-05,1.702217621932233e-05,0.112,0.4,2.782286602492797e-05,4.541643605202008e-05,0.20800000000000002,0.4
1060,5.4937245147076154e-05,1.7556584763318076e-05,0.112,0.388,2.7931778648967773e-05,4.574288681892598e-05,0.216,0.396
1070,5.752162502191825e-05,1.689865912072126e-05,0.112,0.392,2.8447824016306436e-05,4.50153304254477e-05,0.22,0.392
1080,5.5202038087417244e-05,1.7061080705906664e-05,0.112,0.392,2.9154442500402855e-05,4.461092616838495e-05,0.216,0.392
1090,5.5045106584169685e-05,1.7174540001038624e-05,0.112,0.388,2.9688277580130482e-05,4.759588320156836e-05,0.216,0.388
1100,5.268535024911955e-05,1.8281641796162205e-05,0.112,0.388,2.5112212129765765e-05,4.8144766926714686e-05,0.212,0.388
1110,5.2184454874998617e-05,1.8247887343491192e-05,0.116,0.38,2.7207846979080698e-05,4.914100485116437e-05,0.22,0.38
1120,5.332711869226578e-05,1.761283820412571e-05,0.112,0.392,2.768612521929881e-05,4.869973704136494e-05,0.212,0.392
1130,5.571471217188295e-05,1.6753288833450714e-05,0.112,0.396,2.606080351876938e-05,4.681789183461833e-05,0.192,0.4
1140,5.289263389207385e-05,1.861597419817904e-05,0.112,0.4,2.9863195319638354e-05,4.725013208929493e-05,0.216,0.4
1150,5.287117512924173e-05,1.7919173601053186e-05,0.112,0.396,2.916425979874901e-05,4.977637846626747e-05,0.212,0.396
1160,5.718894462613782e-05,1.6746982263999012e-05,0.112,0.396,2.9090297965917857e-05,4.697016651305484e-05,0.212,0.396
1170,5.0264050255874086e-05,1.9177442598559016e-05,0.112,0.4,2.9385734934363042e-05,4.757918184152829e-05,0.212,0.396
1180,5.462611071637585e-05,1.8153674046578356e-05,0.112,0.392,2.6435032678016353e-05,4.841053195738636e-05,0.212,0.392
1190,5.380452483978748e-05,1.755865581960342e-05,0.112,0.396,2.9110086823927104e-05,4.8386186311084094e-05,0.216,0.388
1200,5.6338484268893244e-05,1.735387149296572e-05,0.112,0.392,2.8120507978403063e-05,4.923455304987392e-05,0.216,0.392
1210,5.337654006531274e-05,1.7658873981212372e-05,0.10400000000000001,0.38,2.925583833145531e-05,4.675344769507213e-05,0.216,0.4
1220,5.434711636529424e-05,1.8259753555410036e-05,0.112,0.396,3.0071324392529796e-05,4.8929276476143444e-05,0.216,0.396
1230,5.430339555871676e-05,1.8574717722944115e-05,0.112,0.388,3.0239598425220374e-05,4.9382294234104376e-05,0.212,0.388
1240,5.507327396199997e-05,1.8514131681789346e-05,0.112,0.396,2.7918302748319496e-05,4.8062704031591646e-05,0.212,0.396
1250,5.3674148874401686e-05,1.9093231221921684e-05,0.12,0.38,2.9946261551143314e-05,4.895516681532979e-05,0.212,0.396
1260,5.472043615586026e-05,1.7353121337868167e-05,0.112,0.396,2.956092946395716e-05,4.8411510807888495e-05,0.22,0.392
1270,5.34779089505627e-05,1.8055381176116918e-05,0.116,0.392,3.0072856298865873e-05,4.854244861603264e-05,0.212,0.392
1280,5.539342761704219e-05,1.9433390882781866e-05,0.112,0.396,2.8629416289295868e-05,4.868347821712648e-05,0.22,0.396
1290,5.071481841363493e-05,1.9086409210467022e-05,0.132,0.4,2.74453260108868e-05,4.783983428243201e-05,0.212,0.4
1300,5.162768892570557e-05,1.9383821663509872e-05,0.116,0.392,2.654044535737011e-05,4.968843706182218e-05,0.212,0.392
1310,5.341155045453935e-05,1.8175165495950133e-05,0.112,0.4,2.827366577900409e-05,5.0406056953502974e-05,0.20800000000000002,0.396
1320,5.319430769886502e-05,1.9746581294574914e-05,0.112,0.388,2.5116200767700372e-05,5.0054405050211476e-05,0.212,0.392
1330,5.698310857332705e-05,1.791973412924895e-05,0.112,0.396,2.8978552530144738e-05,4.8253256033702744e-05,0.20400000000000001,0.396
1340,5.590886449981018e-05,1.9114879175801188e-05,0.112,0.396,2.8558527178770056e-05,4.774912652914925e-05,0.216,0.396
1350,5.069557331814625e-05,1.8570889616565045e-05,0.112,0.392,3.0404122839177817e-05,4.799695673672987e-05,0.22,0.392
1360,5.424850444704802e-05,1.8570387002400693e-05,0.112,0.4,2.8639984034461596e-05,4.571851014640621e-05,0.212,0.396
1370,5.416105184112568e-05,1.9283883137810302e-05,0.112,0.392,2.6113366475685294e-05,4.9531814935316234e-05,0.20400000000000001,0.392
1380,5.231761918701476e-05,1.873887735047988e-05,0.116,0.392,2.979005357592344e-05,4.59662166694056e-05,0.20800000000000002,0.4
1390,5.145718641052306e-05,1.9212876632307566e-05,0.112,0.392,2.969464143056354e-05,4.923659181728265e-05,0.216,0.396
1400,5.50895106252422e-05,1.8905892068768013e-05,0.112,0.396,2.7878449037012183e-05,4.79676600276584e-05,0.22,0.396
1410,5.6653732721619084e-05,1.7628383323021238e-05,0.112,0.392,2.7593270908016558e-05,4.927132344335535e-05,0.212,0.392
1420,5.1510124345010064e-05,1.887107351258149e-05,0.116,0.4,2.8339811506460013e-05,4.935400203341854e-05,0.212,0.4
1430,5.5378548350367294e-05,1.874260117606293e-05,0.112,0.388,2.891456959380342e-05,4.8049299924136776e-05,0.212,0.396
1440,5.391663472120518e-05,1.9001886340812468e-05,0.12,0.392,2.910044372402811e-05,5.1321081963680735e-05,0.20400000000000001,0.392
1450,5.468676635945995e-05,2.1074835742145206e-05,0.112,0.388,2.87505125744882e-05,5.048047391257648e-05,0.212,0.388
1460,5.499319469158019e-05,2.0035118149845952e-05,0.112,0.392,2.9938920873082748e-05,4.771188430560327e-05,0.212,0.392
1470,5.444528912871027e-05,1.832345497978779e-05,0.112,0.38,3.0512628369153906e-05,4.967998942394986e-05,0.216,0.392
1480,5.464579303317339e-05,1.8417577459413806e-05,0.116,0.388,2.651752340658501e-05,4.99220717248855e-05,0.216,0.388
1490,5.571989830126416e-05,2.023658649431731e-05,0.116,0.388,2.8388247057357265e-05,4.7481608098145435e-05,0.20400000000000001,0.388
1500,5.394466773544602e-05,1.8509295625362523e-05,0.116,0.388,2.854563578696264e-05,4.7907241626574245e-05,0.212,0.388
1510,5.3160324699882574e-05,1.9926291922650595e-05,0.116,0.396,2.891619072607515e-05,4.94040531298043e-05,0.216,0.396
1520,5.8323610245662126e-05,1.908818136288339e-05,0.112,0.38,2.6712361108010387e-05,4.833471910106769e-05,0.212,0.392
1530,5.46492951154145e-05,1.9547266166921316e-05,0.112,0.384,2.7178725971039675e-05,4.851767682111942e-05,0.212,0.396
1540,5.628714348430477e-05,2.002819001130641e-05,0.112,0.384,2.661423753035798e-05,5.025498288378044e-05,0.216,0.388
1550,5.430848425331942e-05,1.8265759655394743e-05,0.112,0.388,2.8787427827061867e-05,4.891922142711622e-05,0.216,0.388
1560,5.1363617242550944e-05,1.9662296818615062e-05,0.116,0.38,2.7642733656329438e-05,5.038643856429281e-05,0.20800000000000002,0.388
1570,5.118723086384626e-05,1.9069134563295128e-05,0.112,0.392,2.7842155344236974e-05,4.8873900764823046e-05,0.212,0.392
1580,5.4392710152424364e-05,2.0139889798676094e-05,0.112,0.384,2.800194524430134e-05,5.065664787457843e-05,0.212,0.392
1590,5.1395333753885496e-05,1.9048273594570706e-05,0.124,0.388,2.7227385688726306e-05,4.9362932172268885e-05,0.20400000000000001,0.4
1600,5.870466880157091e-05,1.906378551459727e-05,0.112,0.4,2.664448146566645e-05,4.6783499253378353e-05,0.216,0.4
1610,5.522845211401832e-05,1.9364339822746663e-05,0.112,0.384,2.7711407997662178e-05,5.071352123554507e-05,0.216,0.384
1620,5.37806045690128e-05,2.01466166414697e-05,0.112,0.384,2.9036228256144137e-05,4.837537674737266e-05,0.20800000000000002,0.4
1630,5.179292588564487e-05,2.0947027530333635e-05,0.112,0.396,2.787959903092129e-05,5.1008706157616814e-05,0.212,0.396
1640,5.337348815150818e-05,1.9884036091144526e-05,0.112,0.392,2.6110838375002307e-05,4.833282905986989e-05,0.216,0.392
1650,5.221635639921432e-05,2.129611708531e-05,0.112,0.4,2.6137347193448203e-05,5.1935973257258494e-05,0.20800000000000002,0.4
1660,5.494491887884731e-05,1.915945430934736e-05,0.10400000000000001,0.392,2.9582257470293233e-05,5.174478859050725e-05,0.22,0.392
1670,5.2715860109393274e-05,2.1056814614128448e-05,0.116,0.4,2.851407166014498e-05,4.706826412878345e-05,0.216,0.4
1680,5.6087875558929964e-05,1.9564935108100237e-05,0.116,0.384,2.7178381352373138e-05,4.9377674877425596e-05,0.196,0.392
1690,5.378314529327579e-05,2.0472894493927028e-05,0.112,0.396,2.7596963237111138e-05,5.176985910448043e-05,0.212,0.392
1700,5.3241039224257286e-05,2.0827013861723315e-05,0.112,0.392,2.8904421526183685e-05,4.944504918333769e-05,0.216,0.392
1710,5.2419256271338955e-05,2.1739035846550002e-05,0.12,0.38,2.6767025114739034e-05,4.859968123915874e-05,0.216,0.392
1720,5.1113395780914535e-05,2.053170916624171e-05,0.124,0.38,2.8632266645355538e-05,4.846462635001809e-05,0.212,0.388
1730,5.1430238423610594e-05,2.188197800001109e-05,0.112,0.4,2.7297637516943183e-05,5.07848785692857e-05,0.216,0.4
1740,5.111583055078841e-05,2.0293218320950494e-05,0.112,0.4,2.8601320315661954e-05,5.02779475670374e-05,0.212,0.4
1750,5.17063958499987e-05,2.1483203876461517e-05,0.112,0.38,2.777478241301175e-05,4.9306176916073674e-05,0.212,0.4
1760,5.457568583456744e-05,2.0075309029516227e-05,0.112,0.38,2.923312731428147e-05,4.920448709905761e-05,0.212,0.392
1770,5.176755211363837e-05,2.0830823355268583e-05,0.112,0.396,2.7595379879702702e-05,4.936109945761511e-05,0.20800000000000002,0.4
1780,5.1051489441876645e-05,2.0921037793064483e-05,0.112,0.388,2.8375836749582998e-05,4.6463281035264246e-05,0.216,0.388
1790,5.192752287977047e-05,2.0303946780087142e-05,0.112,0.384,2.7089877019667824e-05,5.145353998180105e-05,0.212,0.384
1800,5.6480923454906755e-05,1.9025559212827847e-05,0.10400000000000001,0.388,2.925187732691562e-05,4.8392473996509306e-05,0.216,0.392
1810,5.557240923076198e-05,2.005223240888097e-05,0.112,0.388,2.679141532562979e-05,4.89115480058353e-05,0.20800000000000002,0.392
1820,5.403505245832343e-05,2.0340549807648795e-05,0.112,0.388,2.966612234157782e-05,5.085694022643204e-05,0.212,0.4
1830,5.683596455941481e-05,2.051062457174266e-05,0.112,0.388,2.6485309747124137e-05,4.9473062525203404e-05,0.216,0.388
1840,5.1896620939601656e-05,2.147004908995281e-05,0.112,0.384,2.7739183076071874e-05,5.194220702753364e-05,0.216,0.396
1850,5.341933351071741e-05,2.1815518466679745e-05,0.132,0.384,2.8369047228602142e-05,4.930098616985055e-05,0.20800000000000002,0.4
1860,5.470837691065062e-05,2.1351276597624585e-05,0.112,0.384,2.685715942862049e-05,5.01774801524542e-05,0.216,0.384
1870,5.364940497206813e-05,1.994753827101363e-05,0.112,0.392,2.7254315640643817e-05,5.1956734167910793e-05,0.22,0.392
1880,5.477571480048317e-05,2.1652230477439243e-05,0.12,0.392,2.774811770198382e-05,5.2923069744866825e-05,0.22,0.392
1890,5.1655393885278193e-05,2.110603830324844e-05,0.116,0.384,2.7273906876149684e-05,5.156405755840266e-05,0.212,0.4
1900,5.5626421571328294e-05,2.0071300002916503e-05,0.112,0.388,2.5787977009141774e-05,4.943904257110637e-05,0.2,0.388
1910,5.252518721103837e-05,2.1282680984873164e-05,0.116,0.388,2.7431291831338028e-05,5.02978339447012e-05,0.212,0.4
1920,5.2168723828390366e-05,2.0086161488841515e-05,0.112,0.384,2.6549038141470315e-05,5.1885872334816295e-05,0.212,0.392
1930,5.418504399778353e-05,2.2183004361106813e-05,0.116,0.388,2.8535775043910222e-05,4.823622114905961e-05,0.196,0.388
1940,4.982816580562726e-05,2.2471013313052594e-05,0.112,0.388,2.685258157232416e-05,5.280208550248693e-05,0.216,0.388
1950,5.106575161746721e-05,2.0719223328062294e-05,0.116,0.392,2.7932888657467857e-05,5.077873488928986e-05,0.22,0.392
1960,5.205719378421062e-05,2.2940566751517184e-05,0.116,0.392,2.834342656754492e-05,5.271633738692953e-05,0.212,0.392
1970,5.301519983338693e-05,2.3014273498067798e-05,0.112,0.384,2.73411775913961e-05,5.0867014964622524e-05,0.212,0.4
1980,5.519258382514832e-05,2.1665802154191524e-05,0.12,0.384,2.7482964056277156e-05,5.341623511001444e-05,0.20800000000000002,0.384
1990,5.08256175715562e-05,2.0676008397537768e-05,0.112,0.392,2.7207774492604824e-05,5.109900561096242e-05,0.212,0.392
2000,5.120303894740141e-05,2.242203540595699e-05,0.112,0.392,2.5860033529791783e-05,5.282649537270533e-05,0.20800000000000002,0.392
2010,5.467468851489745e-05,2.123209979179201e-05,0.112,0.384,2.7030504554032307e-05,5.2491471399470195e-05,0.22,0.4
2020,5.408080206514216e-05,2.1859649133065617e-05,0.112,0.384,2.9589997993573928e-05,5.026351328508804e-05,0.20800000000000002,0.396
2030,5.223537177490569e-05,2.2984511218165916e-05,0.112,0.384,2.6988391626618375e-05,5.41843765713694e-05,0.212,0.392
2040,5.050092292973509e-05,2.2037987628383222e-05,0.112,0.384,2.9802224322432568e-05,5.0368096332710414e-05,0.212,0.392
2050,5.147223239159457e-05,2.13643599089477e-05,0.116,0.392,2.572667497716202e-05,5.2149776942859e-05,0.20800000000000002,0.392
2060,5.3247885045086156e-05,2.023204313821398e-05,0.112,0.396,2.753926057149063e-05,4.993829129154559e-05,0.20800000000000002,0.396
2070,5.0621464694880566e-05,2.0229195318062805e-05,0.112,0.392,2.647812330477233e-05,5.1835923358110276e-05,0.20400000000000001,0.392
