time,haccel_trapz_int1,haccel_trapz_int2,haccel_peak_int3,haccel_peak_int4,vaccel_trapz_int1,vaccel_trapz_int2,vaccel_peak_int3,vaccel_peak_int4
430,5.4410625614559956e-05,2.0837007358012153e-05,0.14400000000000002,0.384,2.6975362734669946e-05,2.480464303092565e-05,0.184,0.36
440,5.506105203045416e-05,2.112060500952703e-05,0.136,0.372,2.826244979733506e-05,2.2980002795610227e-05,0.184,0.364
450,5.494833240140888e-05,2.2289861958536098e-05,0.136,0.392,2.9086726238994295e-05,2.459260474508817e-05,0.188,0.364
460,5.193328543982146e-05,2.1518390657899164e-05,0.136,0.352,2.6559873344767864e-05,2.6841655909511132e-05,0.196,0.36
470,6.007078366517557e-05,2.168133422708739e-05,0.14400000000000002,0.40800000000000003,2.886444354184266e-05,2.251451328170628e-05,0.188,0.36
480,5.4172520358785814e-05,2.0658522859031514e-05,0.128,0.396,2.7615992256352058e-05,2.431249186008741e-05,0.188,0.36
490,5.36623639565629e-05,2.0996590729668375e-05,0.136,0.38,2.8464942429407175e-05,2.4994198774636316e-05,0.184,0.368
500,5.525798466263317e-05,1.9321343851651254e-05,0.136,0.34800000000000003,2.7164893621791954e-05,2.2996053770714723e-05,0.188,0.364
510,5.2484258059693346e-05,1.94099020546846e-05,0.14400000000000002,0.34800000000000003,2.9055048889143505e-05,2.4123282104649993e-05,0.184,0.364
520,5.26432479219261e-05,2.020957344677909e-05,0.136,0.392,3.0124954920201782e-05,2.209221393519193e-05,0.192,0.36
530,5.525745557810981e-05,2.0143611218153435e-05,0.14400000000000002,0.392,2.901791402587229e-05,2.2682724477983577e-05,0.192,0.36
540,5.6176382678549546e-05,2.1774101694531924e-05,0.136,0.34800000000000003,2.903197636798779e-05,2.2992784579436155e-05,0.188,0.36
550,5.25293335733642e-05,2.7316520391090494e-05,0.136,0.388,2.4290932263158306e-05,3.021278267856952e-05,0.184,0.368
560,5.8298449775152876e-05,2.0565136785014437e-05,0.136,0.392,2.638550949207649e-05,2.2507778180045724e-05,0.184,0.36
570,5.819363542001126e-05,1.863743298806875e-05,0.136,0.392,2.5053194057026937e-05,2.2274947811672592e-05,0.184,0.364
580,5.326553649914624e-05,2.7011996120301674e-05,0.136,0.41600000000000004,2.3302680912520332e-05,3.101411592283536e-05,0.192,0.364
590,5.931002154486302e-05,2.087853287904878e-05,0.14400000000000002,0.34800000000000003,2.7192389529170743e-05,2.4587432908185774e-05,0.184,0.36
600,5.214104499532385e-05,2.4549505140354318e-05,0.14400000000000002,0.392,2.0330203642717354e-05,3.278430727889752e-05,0.184,0.36
610,5.127236354156775e-05,2.055955777635093e-05,0.136,0.41200000000000003,2.3187825028439965e-05,2.844353038574142e-05,0.188,0.36
620,5.361004238315281e-05,2.0553856064515728e-05,0.136,0.41600000000000004,2.884130147541017e-05,2.3924547386043085e-05,0.188,0.364
630,5.0625145874113594e-05,2.4431216053051294e-05,0.14400000000000002,0.396,2.489223266895837e-05,2.8345405794605767e-05,0.188,0.364
640,5.41843773468742e-05,2.1697595742498138e-05,0.136,0.384,2.7685670989842813e-05,2.2557283566043708e-05,0.184,0.36
650,5.797032060454482e-05,1.9719623993089938e-05,0.128,0.38,2.7232690923436065e-05,2.1813686628496915e-05,0.184,0.36
660,5.300776972713442e-05,2.3635284479455397e-05,0.136,0.388,2.1245720406681552e-05,3.219727255656401e-05,0.188,0.36
670,4.55132470400351e-05,2.638706885748615e-05,0.14400000000000002,0.4,2.0742575361058492e-05,2.9642520259315533e-05,0.188,0.364
680,4.897498042580899e-05,2.16928604414721e-05,0.14400000000000002,0.4,1.94229336961821e-05,2.969774512765546e-05,0.188,0.364
690,4.4767601816217425e-05,4.8468614812686294e-05,0.14400000000000002,0.40800000000000003,1.818659460839742e-05,3.494916243955465e-05,0.188,0.36
700,5.059094348120474e-05,2.670768235554177e-05,0.14,0.396,2.3629160814258408e-05,3.0885409339959505e-05,0.188,0.36
710,5.4086305605414025e-05,2.370114854869988e-05,0.14400000000000002,0.392,2.7674514850810327e-05,2.3978442307504797e-05,0.184,0.364
720,5.350178829248209e-05,2.1030739602040114e-05,0.136,0.396,2.630668483842235e-05,2.387309289701373e-05,0.184,0.36
730,5.45349491215108e-05,2.2659447401599724e-05,0.136,0.356,2.7169398093945846e-05,2.261402734276228e-05,0.184,0.364
740,5.304777807171884e-05,2.0104177797361143e-05,0.136,0.34800000000000003,2.692670915949974e-05,2.244819879914729e-05,0.184,0.36
750,5.6527341899885434e-05,2.2826813069971093e-05,0.14,0.41600000000000004,2.9631444024760978e-05,2.123114965992331e-05,0.184,0.36
760,5.653369108225655e-05,2.0869633879486562e-05,0.136,0.34800000000000003,2.6389116089012194e-05,2.2466363554729393e-05,0.188,0.36
770,5.317504140403155e-05,2.2469189835689616e-05,0.136,0.41600000000000004,2.9579523380020593e-05,2.4271246949840085e-05,0.184,0.364
780,5.052721312010674e-05,2.660789120027683e-05,0.14400000000000002,0.392,1.9571030633598895e-05,3.0479850877639554e-05,0.184,0.36
790,5.359095718224948e-05,2.0774058713102978e-05,0.136,0.404,2.6298146415563557e-05,2.3031318093604727e-05,0.188,0.36
800,5.311558855016838e-05,2.15850923915883e-05,0.136,0.4,2.854337130439921e-05,2.236075373867036e-05,0.188,0.36
810,5.158545779772254e-05,2.1883929516739685e-05,0.14400000000000002,0.388,2.693549243303008e-05,2.188943117413577e-05,0.184,0.368
820,5.467924750177111e-05,2.15751103242729e-05,0.14400000000000002,0.392,2.860363769373546e-05,2.2854602134223685e-05,0.188,0.364
830,5.4826924981710685e-05,2.129640351143213e-05,0.136,0.4,2.5949215417862945e-05,2.134021010004413e-05,0.184,0.372
840,5.6206078306936216e-05,2.200974118946824e-05,0.136,0.388,2.721137650211097e-05,2.6217905582093034e-05,0.188,0.36
850,4.9650206373279455e-05,2.0324225343855206e-05,0.14400000000000002,0.384,2.6988597675053457e-05,2.2327461934360173e-05,0.188,0.36
860,5.367016976229915e-05,2.028634654975889e-05,0.14400000000000002,0.4,2.7073496987501706e-05,2.1423833522279414e-05,0.188,0.364
870,5.2552631137883845e-05,2.285772585185293e-05,0.14400000000000002,0.396,2.4161285130570557e-05,2.7983806529128354e-05,0.196,0.36
880,5.111924765798411e-05,2.4565278288028038e-05,0.136,0.41200000000000003,2.6925000493493407e-05,2.3232040215026964e-05,0.184,0.36
890,4.807130885615971e-05,3.697994765430922e-05,0.14400000000000002,0.396,1.7335162621445257e-05,3.834434894905336e-05,0.184,0.364
900,5.467001777338368e-05,2.2292559582118418e-05,0.14400000000000002,0.4,2.7450490601192358e-05,2.1209704599058064e-05,0.188,0.36
910,5.36498325603135e-05,2.136526826840625e-05,0.136,0.41600000000000004,2.8089294080037382e-05,2.3542562328830492e-05,0.188,0.364
920,5.706686496915633e-05,2.218108795829208e-05,0.128,0.34800000000000003,2.7168643686241886e-05,2.1467164674542926e-05,0.184,0.364
930,5.3628584582828585e-05,2.1307568921129727e-05,0.136,0.388,2.578706628588509e-05,2.1425597243848777e-05,0.192,0.36
940,4.73967952194438e-05,3.0976949131171426e-05,0.14400000000000002,0.41600000000000004,1.9249384047680093e-05,3.3815108739458546e-05,0.184,0.36
950,5.457213533095153e-05,2.3890570325779208e-05,0.14400000000000002,0.34800000000000003,2.6098144077445056e-05,2.140312168652645e-05,0.184,0.36
960,4.933724963817794e-05,2.6385764466040725e-05,0.14400000000000002,0.34800000000000003,1.8797084675606143e-05,2.8663367593109048e-05,0.184,0.36
970,4.553911981430897e-05,3.811651886349541e-05,0.136,0.392,1.796308979946485e-05,3.488237237066334e-05,0.184,0.364
980,5.274724267056081e-05,2.1223464359715193e-05,0.136,0.34800000000000003,2.76591775746805e-05,2.1208649573032523e-05,0.188,0.36
990,5.5074293756770246e-05,2.290439277760278e-05,0.136,0.41200000000000003,2.5782808567191566e-05,2.187757863127991e-05,0.188,0.36
1000,5.542988499090327e-05,2.3476676240349644e-05,0.14400000000000002,0.41600000000000004,2.4704277847369325e-05,2.131429866062649e-05,0.184,0.36
1010,5.207477729498164e-05,2.4597249682234925e-05,0.14,0.41600000000000004,2.4034271120358288e-05,2.1592403764759118e-05,0.184,0.36
1020,5.2448954296151605e-05,2.1950460923142903e-05,0.14400000000000002,0.4,2.6758104726615282e-05,2.059552677150132e-05,0.188,0.36
1030,5.7759609211129596e-05,2.4717678825336702e-05,0.136,0.364,2.514037061209915e-05,2.0982918472757807e-05,0.188,0.364
1040,5.2486573808020954e-05,2.580619983971292e-05,0.14400000000000002,0.38,2.5964070433499288e-05,2.207510220612764e-05,0.184,0.36
1050,5.179964925794085e-05,2.8906353491091925e-05,0.136,0.41600000000000004,2.3765940345224586e-05,2.7041113861464678e-05,0.192,0.36
1060,5.0347146114183745e-05,2.6103403876634343e-05,0.14400000000000002,0.40800000000000003,2.8238655428767876e-05,2.3276011875990722e-05,0.184,0.364
1070,5.4891998775202734e-05,2.4144375363011877e-05,0.14400000000000002,0.356,2.402779094912896e-05,2.047141039759022e-05,0.184,0.36
1080,5.414926263095318e-05,2.5651704601727518e-05,0.136,0.392,2.1868926795971783e-05,2.7845466502733214e-05,0.184,0.364
1090,5.612713891510388e-05,2.464202459167706e-05,0.136,0.396,2.5024077714520484e-05,2.0665366273748432e-05,0.188,0.368
1100,5.332368168676096e-05,2.4521437978379975e-05,0.14400000000000002,0.38,2.7836034693366143e-05,2.0927565488351645e-05,0.192,0.368
1110,5.5845603601058734e-05,2.3257513971868935e-05,0.14400000000000002,0.384,2.6738522586263143e-05,2.1400777103335808e-05,0.184,0.364
1120,5.119800774390459e-05,2.5308840255467427e-05,0.136,0.34800000000000003,2.4581560171515386e-05,2.071618837268581e-05,0.188,0.364
1130,5.5282520614011215e-05,2.6449939547258188e-05,0.136,0.41600000000000004,2.5554044228565427e-05,2.2969537870376185e-05,0.188,0.36
1140,5.151490079565455e-05,2.458356484938551e-05,0.14400000000000002,0.404,2.5245483846535276e-05,2.2455176337495124e-05,0.188,0.36
1150,5.435334700724976e-05,2.2849681400912167e-05,0.128,0.376,2.5128919388885357e-05,2.0288441122714545e-05,0.184,0.364
1160,4.759708437011155e-05,2.230053774476182e-05,0.136,0.388,1.6573683481107572e-05,3.0248284371036534e-05,0.188,0.364
1170,4.993207628735211e-05,2.532186824006021e-05,0.14,0.392,1.7665493684685666e-05,3.1906512083585675e-05,0.188,0.36
1180,5.612432720195014e-05,2.3536419698985082e-05,0.136,0.38,2.7569051229377782e-05,1.7880683604722367e-05,0.188,0.36
1190,4.9988679734894154e-05,2.774594218823147e-05,0.136,0.388,2.1312959736339157e-05,2.6260426281655888e-05,0.184,0.364
1200,4.8822866484945604e-05,3.242662162934547e-05,0.14400000000000002,0.4,2.1578956403776307e-05,2.4203978100552278e-05,0.188,0.36
1210,5.366515400476713e-05,2.4191534230077266e-05,0.14400000000000002,0.41600000000000004,2.5134967058402534e-05,1.9179044267492403e-05,0.188,0.36
1220,4.7106162092309904e-05,3.311221453900871e-05,0.14400000000000002,0.392,1.853058333111344e-05,2.8348814231785264e-05,0.188,0.364
1230,5.152388574400894e-05,2.9851354069705246e-05,0.136,0.384,2.1173597798407024e-05,2.303262053577779e-05,0.188,0.364
1240,5.248468910793461e-05,2.7290659509097078e-05,0.14400000000000002,0.356,2.573904433013053e-05,1.913331351619489e-05,0.184,0.36
1250,5.3032352064123775e-05,2.727151861655716e-05,0.136,0.41600000000000004,2.6877876907099953e-05,2.0482474460879715e-05,0.188,0.36
1260,4.90685038230265e-05,2.884684128672895e-05,0.14400000000000002,0.392,1.9919962154586306e-05,2.989805135266264e-05,0.188,0.36
1270,3.884742270211673e-05,3.5751352168291535e-05,0.14400000000000002,0.392,1.1451707694999434e-05,3.91094262648e-05,0.184,0.364
1280,5.425961074753418e-05,2.662440941389935e-05,0.136,0.41200000000000003,2.6236640384087186e-05,1.9333987489063592e-05,0.184,0.364
1290,4.959726820104602e-05,3.233457783624526e-05,0.14400000000000002,0.384,2.3282860585404634e-05,2.3934156360352168e-05,0.188,0.36
1300,5.030078287463445e-05,3.143723300720405e-05,0.14400000000000002,0.392,2.4463680816078175e-05,2.1917224117841036e-05,0.188,0.36
1310,5.251468438396816e-05,2.749489899823224e-05,0.136,0.392,2.6743874486002713e-05,1.9182635254584708e-05,0.184,0.36
1320,5.09375147834522e-05,2.8031413841614802e-05,0.14400000000000002,0.388,2.718033420404054e-05,1.977027992661275e-05,0.184,0.36
1330,5.332134254251498e-05,3.2268408737629866e-05,0.136,0.388,2.2993559291822607e-05,2.0222026725249472e-05,0.184,0.364
1340,4.1792839721400164e-05,4.645835965338789e-05,0.136,0.388,1.474293928262803e-05,3.5520440413901324e-05,0.184,0.36
1350,5.479899400571859e-05,2.5818306108159703e-05,0.128,0.41200000000000003,2.7138723044588066e-05,1.857804828304123e-05,0.184,0.36
1360,4.132456955707948e-05,4.12747309894196e-05,0.136,0.388,1.4345423372409566e-05,3.497572134321679e-05,0.188,0.36
1370,5.6748207303143895e-05,2.43017107907257e-05,0.14400000000000002,0.41600000000000004,2.7440032367972602e-05,1.8362657608209553e-05,0.184,0.36
1380,5.470366469097599e-05,2.669515706595374e-05,0.136,0.41600000000000004,2.7047959842263986e-05,2.0096786750610087e-05,0.184,0.368
1390,5.479207466356834e-05,2.9254815173973104e-05,0.136,0.41600000000000004,2.693223438584332e-05,2.0725061567898768e-05,0.184,0.364
1400,4.870376132738865e-05,3.231631920580604e-05,0.128,0.396,2.3537733659711645e-05,2.023549826139892e-05,0.184,0.364
1410,5.6576773832694214e-05,2.9943143265385498e-05,0.136,0.41600000000000004,2.579021237306292e-05,1.98225915390106e-05,0.184,0.364
1420,5.2887156761585006e-05,3.039154899510252e-05,0.136,0.40800000000000003,2.5127564434074385e-05,2.2592065492588684e-05,0.184,0.364
1430,4.8892842633253096e-05,3.567042416502129e-05,0.14400000000000002,0.384,2.0884136576267482e-05,2.4059470823813094e-05,0.188,0.364
1440,4.487255907182663e-05,5.325792933276792e-05,0.14400000000000002,0.41600000000000004,1.801268438046149e-05,3.448678747072003e-05,0.184,0.36
1450,3.910993967004824e-05,4.30135355126438e-05,0.136,0.388,1.3299085535779105e-05,2.9115374935668465e-05,0.192,0.36
1460,5.28101740295917e-05,2.960133471792134e-05,0.14400000000000002,0.388,2.4732960911014325e-05,2.0066023224544054e-05,0.184,0.36
1470,3.6546366024936216e-05,4.9489214852772495e-05,0.14,0.388,1.2414386216476843e-05,3.7143078754471694e-05,0.184,0.36
1480,5.6480292266161754e-05,3.1142931493039604e-05,0.14400000000000002,0.41600000000000004,2.39969171249057e-05,2.042988007850863e-05,0.184,0.36
1490,3.803147664644802e-05,4.286032449246311e-05,0.14400000000000002,0.388,1.376268029499204e-05,3.367162953867968e-05,0.184,0.36
1500,5.066269253725807e-05,3.146190740868887e-05,0.14400000000000002,0.404,2.4378615965300842e-05,2.0439638475305502e-05,0.184,0.364
1510,4.9501919283747736e-05,2.9789672762589164e-05,0.14400000000000002,0.41600000000000004,2.5513790146286573e-05,1.910131535445391e-05,0.184,0.36
1520,4.115377521008041e-05,5.9011100208805685e-05,0.136,0.41600000000000004,1.936214291677608e-05,3.205763161273264e-05,0.184,0.36
1530,4.075865861047832e-05,4.548774847443895e-05,0.14400000000000002,0.34800000000000003,1.4735215150886572e-05,3.301655745558837e-05,0.188,0.36
1540,5.05647307570652e-05,3.748362604669508e-05,0.136,0.41600000000000004,2.1894134104553638e-05,2.1720733220920955e-05,0.184,0.36
1550,4.537976491166624e-05,4.031874618683209e-05,0.14400000000000002,0.388,1.877742083849286e-05,2.3222235710553996e-05,0.188,0.36
1560,4.56644026389729e-05,3.42539310775272e-05,0.14400000000000002,0.34800000000000003,1.9139074072755902e-05,2.7956615893559393e-05,0.184,0.36
1570,4.2149026651749986e-05,3.826382446515307e-05,0.14400000000000002,0.384,1.7576404726842612e-05,2.8727191342472348e-05,0.184,0.36
1580,4.362877848025625e-05,3.605989361976186e-05,0.14400000000000002,0.40800000000000003,1.666901028118541e-05,2.9805811984604598e-05,0.184,0.36
1590,5.1646964932376e-05,3.2563436370349516e-05,0.14400000000000002,0.41600000000000004,2.3944725945054825e-05,1.902723173279397e-05,0.188,0.36
1600,4.7181746060987384e-05,3.524195466051521e-05,0.152,0.4,1.774116269435053e-05,2.653884343297715e-05,0.184,0.36
1610,4.982160714412628e-05,3.3409597513455954e-05,0.14,0.4,2.5623658238203254e-05,1.9471635730364554e-05,0.184,0.36
1620,4.397914354995825e-05,4.536976071344374e-05,0.14400000000000002,0.40800000000000003,1.9955472224461108e-05,2.6523927514000703e-05,0.184,0.36
1630,5.043517613772889e-05,3.622760107139783e-05,0.14400000000000002,0.41600000000000004,2.1273153235340762e-05,1.9084807652166567e-05,0.184,0.364
1640,4.4671935984467625e-05,4.988281088024636e-05,0.136,0.41600000000000004,1.720364733551719e-05,3.3146828095275156e-05,0.184,0.388
1650,3.446151279030648e-05,6.196437375958783e-05,0.14400000000000002,0.388,1.1329830319048642e-05,4.090571031046499e-05,0.184,0.36
1660,4.7314798121018346e-05,3.611870553341543e-05,0.136,0.41600000000000004,2.3854587905396727e-05,1.9184975929225265e-05,0.184,0.36
1670,4.8394400169444305e-05,3.594547922755268e-05,0.136,0.41200000000000003,2.2430295951500035e-05,2.2010383329543635e-05,0.184,0.36
1680,4.8484804384919504e-05,3.6556429235898134e-05,0.14400000000000002,0.40800000000000003,2.2474484899649197e-05,2.2221833906511467e-05,0.184,0.364
1690,4.872042759404029e-05,3.415071881348011e-05,0.14400000000000002,0.41600000000000004,2.5268343361075808e-05,1.9942774901078762e-05,0.188,0.36
1700,5.036114265603304e-05,3.6319047997152845e-05,0.14400000000000002,0.41200000000000003,2.295927787223561e-05,1.8839859857541343e-05,0.184,0.36
1710,4.0839812567852935e-05,4.241528236097383e-05,0.136,0.41600000000000004,1.466855383845052e-05,3.442459841826623e-05,0.184,0.36
1720,4.7121292071040705e-05,3.5296359339575574e-05,0.136,0.4,2.4135304593809798e-05,2.0278834221967433e-05,0.188,0.36
1730,4.8654834993215655e-05,3.278263663351508e-05,0.136,0.384,2.265675238372436e-05,2.0137249155440576e-05,0.184,0.36
1740,4.648645096433002e-05,3.918033476954984e-05,0.14400000000000002,0.41600000000000004,2.0034648208060143e-05,2.8530487928287156e-05,0.184,0.36
1750,4.290976422875341e-05,3.822137358557971e-05,0.14400000000000002,0.392,1.625106515014315e-05,2.8690054685826158e-05,0.184,0.36
1760,4.870985729202331e-05,3.4045622176402755e-05,0.14400000000000002,0.4,2.250890744618778e-05,2.03537718364281e-05,0.184,0.36
1770,4.986311329923201e-05,3.798760725516503e-05,0.136,0.41200000000000003,1.8325448977564665e-05,2.576308661229634e-05,0.184,0.36
1780,4.923127659789929e-05,3.256556367503129e-05,0.136,0.356,2.3646456114553e-05,2.0013761316345533e-05,0.184,0.364
1790,4.724778108510435e-05,3.40993478213941e-05,0.14400000000000002,0.40800000000000003,2.6322260913576226e-05,2.090170252216372e-05,0.184,0.36
1800,5.039340005123671e-05,3.432392111270514e-05,0.14400000000000002,0.41200000000000003,2.4373183612279547e-05,1.8743017747036025e-05,0.184,0.36
1810,4.3435349418196525e-05,5.460830646801168e-05,0.136,0.41600000000000004,1.5342103680832382e-05,3.587256574485432e-05,0.188,0.388
1820,4.842726516077912e-05,3.448176132913994e-05,0.14400000000000002,0.38,2.550062728821531e-05,1.9846865765711207e-05,0.184,0.36
1830,4.735299528598597e-05,3.3446826185010045e-05,0.136,0.388,2.317519361545089e-05,2.0881735190899667e-05,0.188,0.36
1840,4.7563095178914966e-05,3.8091116421169626e-05,0.136,0.40800000000000003,2.6262651642047702e-05,2.1353380126656355e-05,0.188,0.36
1850,4.09777457223149e-05,3.524683961382428e-05,0.14400000000000002,0.41200000000000003,1.6371167784790147e-05,2.6563758641209704e-05,0.188,0.36
1860,4.745988993521219e-05,4.296917587569374e-05,0.136,0.392,2.3080743942874354e-05,2.344152774038358e-05,0.184,0.36
1870,5.000086195090186e-05,3.454416743770957e-05,0.14,0.34800000000000003,2.3817969889212223e-05,1.993653960044792e-05,0.188,0.36
1880,4.785734288115977e-05,3.750803712036701e-05,0.136,0.41600000000000004,2.36408880895123e-05,1.982475576282065e-05,0.188,0.36
1890,4.680157979177671e-05,3.5714791797565865e-05,0.14400000000000002,0.41600000000000004,2.4286056931451467e-05,1.8932911817479656e-05,0.184,0.36
1900,4.7459384648860344e-05,3.216851392203695e-05,0.136,0.40800000000000003,2.4152260168090795e-05,1.980345252592966e-05,0.192,0.36
1910,4.0414337639810665e-05,4.877689116273641e-05,0.136,0.396,1.2604746798277942e-05,3.548156663862695e-05,0.184,0.36
1920,4.1563314681122666e-05,4.1160516089095754e-05,0.14400000000000002,0.388,1.3366065631501533e-05,3.1932961604596655e-05,0.184,0.36
1930,4.26887998688087e-05,5.099827995025925e-05,0.14400000000000002,0.41200000000000003,1.4825658846930146e-05,3.397437348600805e-05,0.184,0.384
1940,4.8448791532726164e-05,3.7145907036296695e-05,0.136,0.41200000000000003,2.2724840281729215e-05,2.0776351676150073e-05,0.184,0.36
1950,5.017999766300277e-05,3.589748759374918e-05,0.136,0.396,2.321148614154921e-05,2.0231985476041303e-05,0.184,0.36
1960,4.598683788920695e-05,3.829138236918863e-05,0.14400000000000002,0.41200000000000003,2.4980578266223684e-05,2.1548079641864373e-05,0.188,0.36
1970,5.195180995273993e-05,3.819060028133722e-05,0.14,0.388,2.5573693872286492e-05,1.8809857359654953e-05,0.188,0.36
1980,4.452365817568291e-05,4.004420576758674e-05,0.14400000000000002,0.41600000000000004,1.9120640923786015e-05,2.3030939171420234e-05,0.188,0.36
1990,4.947301724548476e-05,4.1877651736888354e-05,0.136,0.41600000000000004,2.2679672667456036e-05,1.965857312529746e-05,0.188,0.36
2000,4.857910039241123e-05,3.5493942863848724e-05,0.14,0.34800000000000003,2.4112621205388228e-05,2.1299552351116557e-05,0.184,0.364
