time,haccel_trapz_int1,haccel_trapz_int2,haccel_peak_int3,haccel_peak_int4,vaccel_trapz_int1,vaccel_trapz_int2,vaccel_peak_int3,vaccel_peak_int4
830,5.006176723654045e-05,1.9918083802403332e-05,0.14400000000000002,0.41600000000000004,3.317926783866307e-05,4.7231408934678365e-05,0.20400000000000001,0.41200000000000003
840,5.254951871066032e-05,1.818332760572295e-05,0.128,0.40800000000000003,3.3528568128822356e-05,4.6323193025753486e-05,0.188,0.36
850,4.964606906994466e-05,1.7927382835076896e-05,0.14400000000000002,0.4,3.094670247982363e-05,4.813060682754251e-05,0.20400000000000001,0.36
860,4.8736241699062934e-05,1.792727898217208e-05,0.128,0.40800000000000003,3.167026883828055e-05,4.703075368061492e-05,0.196,0.36
870,5.340101856363888e-05,1.9137350267769097e-05,0.132,0.404,3.2820357023251946e-05,4.7699342316124426e-05,0.2,0.41200000000000003
880,5.17871786913094e-05,1.7566572765000028e-05,0.136,0.41600000000000004,3.2422889749968576e-05,4.4822702805087346e-05,0.196,0.41600000000000004
890,5.227814603122522e-05,1.8351443336372937e-05,0.128,0.404,3.241298614137868e-05,4.707746538896771e-05,0.20400000000000001,0.432
900,5.0637159945527576e-05,1.900349679920464e-05,0.128,0.41600000000000004,3.1849945793774624e-05,4.777500528165166e-05,0.20400000000000001,0.41600000000000004
910,5.427943458113757e-05,1.8432791253161552e-05,0.136,0.41600000000000004,3.1251084460550644e-05,4.745967163807928e-05,0.196,0.41600000000000004
920,5.159806797387544e-05,1.744783833861781e-05,0.136,0.4,3.2081691444510575e-05,4.55993073325817e-05,0.212,0.36
930,5.241090642474442e-05,1.9363638489599832e-05,0.14400000000000002,0.40800000000000003,3.244245900347054e-05,4.5448161873517495e-05,0.196,0.4
940,4.9507236427886314e-05,1.7700203561150232e-05,0.136,0.41600000000000004,3.402692960590918e-05,4.3344824902420274e-05,0.2,0.36
950,4.887311666458431e-05,1.9036766451438722e-05,0.136,0.41600000000000004,3.0840979271976934e-05,4.699390162277391e-05,0.2,0.40800000000000003
960,5.4331825803829173e-05,1.967879737302744e-05,0.136,0.4,2.98662604967132e-05,4.8070172160159696e-05,0.20800000000000002,0.424
970,4.804745604742426e-05,1.7798763877937136e-05,0.136,0.40800000000000003,3.2299179268013686e-05,4.689524099338564e-05,0.196,0.41200000000000003
980,4.979390724262223e-05,1.881428866404981e-05,0.14400000000000002,0.4,3.409605918877483e-05,4.670062618726338e-05,0.192,0.364
990,4.969496956477489e-05,1.9011458964774018e-05,0.128,0.41600000000000004,3.1313351455214124e-05,4.7176876130153e-05,0.188,0.432
1000,5.316244521529653e-05,1.984383620119917e-05,0.128,0.392,3.0685253434965913e-05,4.7852512917100125e-05,0.196,0.42
1010,5.029776663117832e-05,1.8849670382397044e-05,0.128,0.41200000000000003,3.200952562937087e-05,4.769923076231093e-05,0.192,0.428
1020,5.219702270077225e-05,1.915623316368416e-05,0.136,0.41600000000000004,3.238507856968133e-05,4.662860902936794e-05,0.196,0.42
1030,4.926546129165033e-05,1.8331808739947418e-05,0.136,0.41600000000000004,3.280635767676861e-05,4.595247199532879e-05,0.192,0.41600000000000004
1040,5.193150690317194e-05,1.9983073389953215e-05,0.128,0.404,3.324823640138301e-05,4.648223127454405e-05,0.2,0.41600000000000004
1050,4.8408021257591e-05,1.884860266613015e-05,0.136,0.41600000000000004,3.1810401673286506e-05,4.387533341739773e-05,0.212,0.41600000000000004
1060,5.262949469527056e-05,1.951676908425722e-05,0.136,0.41600000000000004,3.127210443270202e-05,4.7323113327495385e-05,0.20400000000000001,0.41600000000000004
1070,5.130611961622013e-05,1.9466305391788687e-05,0.136,0.41200000000000003,3.401872208482278e-05,4.566298651039719e-05,0.188,0.41600000000000004
1080,5.1960205815396305e-05,1.9562482890780077e-05,0.136,0.40800000000000003,3.1687645122577486e-05,4.755823464767813e-05,0.192,0.428
1090,5.2769016041386666e-05,1.8987147635133756e-05,0.136,0.4,3.313082956850587e-05,4.6236788160597546e-05,0.2,0.41600000000000004
1100,5.112480733467747e-05,1.968682155882363e-05,0.136,0.40800000000000003,3.057756226883812e-05,4.7612754362544515e-05,0.212,0.40800000000000003
1110,5.067531702019997e-05,1.7471976387026676e-05,0.12,0.40800000000000003,3.1374580927825865e-05,4.6171491118871654e-05,0.20800000000000002,0.396
1120,5.3010734714492786e-05,1.9339424067840697e-05,0.14400000000000002,0.41600000000000004,3.120860466581065e-05,4.696655147576212e-05,0.188,0.36
1130,5.034661542664584e-05,1.958599405801033e-05,0.136,0.4,3.115785940171211e-05,4.7089710416059444e-05,0.20400000000000001,0.36
1140,5.128543708086798e-05,1.9260481273150037e-05,0.136,0.41600000000000004,3.1882261067321147e-05,4.52039437613711e-05,0.2,0.41600000000000004
1150,5.551032517735085e-05,1.847872568557972e-05,0.128,0.392,3.118647768146649e-05,4.592819025563867e-05,0.20400000000000001,0.424
1160,4.910925502989299e-05,1.8117563022836425e-05,0.128,0.404,3.395498116029989e-05,4.458031029009989e-05,0.196,0.364
1170,5.1494854596124436e-05,1.905158946087374e-05,0.14400000000000002,0.40800000000000003,3.169530103520299e-05,4.544407854530312e-05,0.2,0.40800000000000003
1180,4.718215952782476e-05,1.845037111413738e-05,0.128,0.396,3.4043468915202273e-05,4.427341452194448e-05,0.196,0.36
1190,5.085817841672544e-05,1.971974498730853e-05,0.128,0.41200000000000003,3.243908688526221e-05,4.7990778603090265e-05,0.196,0.368
1200,5.028280452874404e-05,1.990421637443994e-05,0.14400000000000002,0.4,3.297930631987605e-05,4.7752057807841074e-05,0.188,0.42
1210,5.165408312477825e-05,1.9282779161964125e-05,0.136,0.40800000000000003,3.266148723054033e-05,4.484892800464485e-05,0.192,0.364
1220,4.889662046736909e-05,1.86846558056797e-05,0.136,0.40800000000000003,3.398401743733464e-05,4.636366411459534e-05,0.192,0.40800000000000003
1230,5.3396924221307763e-05,1.93347393092546e-05,0.14,0.41600000000000004,3.161670846303606e-05,4.6020951753667234e-05,0.2,0.42
1240,4.9912015321134585e-05,1.8143361580425068e-05,0.128,0.4,2.9775863218731587e-05,4.551728031884908e-05,0.188,0.4
1250,4.701555402100069e-05,1.7213447692581885e-05,0.136,0.40800000000000003,3.2018312338779776e-05,4.505389624790816e-05,0.192,0.40800000000000003
1260,5.051023109521532e-05,1.899484511841724e-05,0.128,0.40800000000000003,3.300025359944469e-05,4.659764237220114e-05,0.196,0.41600000000000004
1270,5.048260475363361e-05,1.9033988934235607e-05,0.136,0.40800000000000003,3.1492073659300084e-05,4.501834053291427e-05,0.192,0.41600000000000004
1280,5.114438497531534e-05,1.9234104673600336e-05,0.136,0.404,2.9947277077128575e-05,4.674230974117197e-05,0.196,0.404
1290,4.877158818746294e-05,1.9263883530189564e-05,0.136,0.41600000000000004,3.1571109630379244e-05,4.5938605384337664e-05,0.196,0.36
1300,4.964684551615019e-05,2.0054728839023095e-05,0.136,0.396,3.1445271490852567e-05,4.853570379817764e-05,0.196,0.432
1310,4.7123124407961366e-05,1.961281678625414e-05,0.14400000000000002,0.41200000000000003,3.459849802303224e-05,4.384918113685586e-05,0.2,0.42
1320,4.8987892223164e-05,1.8924737348162762e-05,0.136,0.4,3.3923051900099256e-05,4.470408727526551e-05,0.20400000000000001,0.41200000000000003
1330,4.8755844400995215e-05,1.9030236363789576e-05,0.136,0.41200000000000003,3.1037548281078275e-05,4.711507811550936e-05,0.20800000000000002,0.41600000000000004
1340,4.9842536249318254e-05,2.0175573177900266e-05,0.136,0.40800000000000003,3.290700571688609e-05,4.6567163705426795e-05,0.20800000000000002,0.40800000000000003
1350,5.0265521754382084e-05,1.8363429836316737e-05,0.136,0.4,3.0434554771893897e-05,4.774637785287225e-05,0.192,0.42
1360,4.52313777924701e-05,1.8663033665353732e-05,0.132,0.396,3.324699149960326e-05,4.667026237750662e-05,0.20800000000000002,0.36
1370,5.024296237494732e-05,1.9838597341360948e-05,0.128,0.41600000000000004,3.097790745990525e-05,4.769322962799765e-05,0.188,0.424
1380,4.667770131593441e-05,2.0036441134873655e-05,0.128,0.40800000000000003,3.1291173471776036e-05,4.952160139721285e-05,0.196,0.41200000000000003
1390,4.8449679344081054e-05,2.002615725982436e-05,0.136,0.40800000000000003,3.088034822344772e-05,4.889735047167212e-05,0.20400000000000001,0.40800000000000003
1400,5.106838381016406e-05,2.0803229025827658e-05,0.128,0.404,3.2142603064068984e-05,4.7475164446074734e-05,0.196,0.42
1410,5.0793656180740555e-05,1.9056139739101612e-05,0.128,0.40800000000000003,3.105302605571152e-05,4.590430691193779e-05,0.196,0.364
1420,5.12225223095534e-05,1.9411737246071393e-05,0.128,0.404,3.185033157620439e-05,4.760656115416082e-05,0.188,0.404
1430,4.8838813030111004e-05,2.237271602099524e-05,0.136,0.40800000000000003,3.296028325608408e-05,4.795844017796541e-05,0.20400000000000001,0.40800000000000003
1440,4.931791190178214e-05,1.921379098780817e-05,0.136,0.404,3.264203764050979e-05,4.4104174021336414e-05,0.20800000000000002,0.41600000000000004
1450,4.842169002550798e-05,2.043806063700341e-05,0.136,0.41200000000000003,3.220899155134085e-05,4.7416191896747016e-05,0.188,0.41200000000000003
1460,5.005778268812392e-05,2.0547366379938952e-05,0.14,0.4,3.113590066988238e-05,4.8031493952535126e-05,0.192,0.364
1470,5.1487096662005443e-05,2.0121637118685198e-05,0.136,0.40800000000000003,3.182490272241284e-05,4.688055108489713e-05,0.20400000000000001,0.41200000000000003
1480,4.754140199285354e-05,2.2370951496301316e-05,0.136,0.404,3.0272467579567236e-05,4.520519484604061e-05,0.2,0.41200000000000003
1490,5.118152466726288e-05,2.0792498344902593e-05,0.136,0.40800000000000003,3.1340867179957205e-05,4.8468868571566135e-05,0.20800000000000002,0.428
1500,4.895439441634436e-05,2.034448743891299e-05,0.128,0.40800000000000003,2.8429286432443368e-05,4.9929896476035186e-05,0.20800000000000002,0.41200000000000003
1510,4.994463556210587e-05,2.095336835749321e-05,0.14,0.404,2.9392688128855017e-05,4.79293027356251e-05,0.196,0.364
1520,5.587399453410152e-05,1.9752412376768963e-05,0.128,0.41600000000000004,3.0323795745825594e-05,4.7079608018635224e-05,0.196,0.41600000000000004
1530,5.0395886248870204e-05,2.019934807462281e-05,0.136,0.41600000000000004,3.1273786310628944e-05,4.565185531351414e-05,0.196,0.41600000000000004
1540,4.871593345788471e-05,2.1362335649289514e-05,0.136,0.40800000000000003,3.1937415444634534e-05,4.8920328434337235e-05,0.188,0.4
1550,5.1517237324380784e-05,2.1806660892793848e-05,0.136,0.404,3.0249027742550693e-05,5.05254928977066e-05,0.196,0.404
1560,4.8307294345633076e-05,2.077804054707796e-05,0.136,0.4,3.1607762525539026e-05,4.6780843278364675e-05,0.2,0.4
1570,4.7271132582269804e-05,2.2006100874793005e-05,0.136,0.41600000000000004,3.163105417565724e-05,5.021591730422135e-05,0.196,0.41600000000000004
1580,4.891138587172965e-05,2.1376636905233218e-05,0.132,0.40800000000000003,3.0857363694500276e-05,4.896316634086385e-05,0.196,0.40800000000000003
1590,4.846705909440642e-05,2.005378318119157e-05,0.136,0.4,2.9169149325194447e-05,4.809203947624863e-05,0.20800000000000002,0.42
1600,5.331534979960332e-05,2.1087476991632414e-05,0.128,0.40800000000000003,3.0320379824089797e-05,4.9846681526612404e-05,0.188,0.368
1610,5.076985914695766e-05,2.023226597672354e-05,0.136,0.404,3.153972126523168e-05,4.576539497379437e-05,0.20400000000000001,0.368
1620,4.9424477029510206e-05,2.1497000351838094e-05,0.136,0.396,3.090211809161553e-05,4.776408531987842e-05,0.20400000000000001,0.42
1630,5.145525323388815e-05,2.113021213791569e-05,0.132,0.404,2.946767225149421e-05,4.943267134869853e-05,0.196,0.41600000000000004
1640,4.8255863746612596e-05,2.085534397686926e-05,0.128,0.40800000000000003,3.0419927671499904e-05,4.7479731958461856e-05,0.20400000000000001,0.364
1650,5.04495857682347e-05,2.1153134982573878e-05,0.136,0.404,2.8411800770388817e-05,5.010134757167039e-05,0.188,0.40800000000000003
1660,5.032710699375469e-05,2.1098941291130707e-05,0.14400000000000002,0.396,3.0120850521457194e-05,4.786795800801173e-05,0.20800000000000002,0.36
1670,4.9960017307859237e-05,2.068994894890512e-05,0.128,0.4,3.341946877951957e-05,4.6106411605175354e-05,0.20400000000000001,0.41600000000000004
1680,4.810737392899902e-05,2.0668463023647038e-05,0.128,0.40800000000000003,3.205318340163473e-05,4.903655913568858e-05,0.192,0.41200000000000003
1690,5.057477349487906e-05,2.17027629436999e-05,0.136,0.40800000000000003,3.027379286592378e-05,4.8571514752176254e-05,0.20800000000000002,0.42
1700,4.931035413465163e-05,2.1084196256002057e-05,0.136,0.41200000000000003,2.9052354393381732e-05,4.7405235593092626e-05,0.192,0.36
1710,5.1627669608970416e-05,2.0409602240518472e-05,0.128,0.404,3.309415118649016e-05,4.784667434921421e-05,0.196,0.40800000000000003
1720,4.833377256420572e-05,2.0493498631083867e-05,0.136,0.404,3.146698443921538e-05,4.816967832886634e-05,0.196,0.404
1730,4.9241704614118786e-05,2.1384600241430823e-05,0.14400000000000002,0.41200000000000003,3.092140300467656e-05,4.818861969831797e-05,0.20800000000000002,0.41200000000000003
1740,5.208844886646153e-05,2.015847240589709e-05,0.132,0.4,3.167667397179977e-05,4.761138327745051e-05,0.192,0.40800000000000003
1750,4.617708246402547e-05,2.182310460197742e-05,0.132,0.396,3.239102290186462e-05,4.880958367842329e-05,0.196,0.41200000000000003
1760,5.168290796437182e-05,1.9226105612587406e-05,0.14400000000000002,0.396,3.0278232387572802e-05,4.5789217265644195e-05,0.2,0.41200000000000003
1770,5.005344559297928e-05,2.2976659821958608e-05,0.128,0.41600000000000004,3.145638522869218e-05,4.923531026816143e-05,0.188,0.41600000000000004
1780,5.1013735861018605e-05,2.1199496124629434e-05,0.128,0.4,3.1791463839786046e-05,4.8544527356500565e-05,0.196,0.404
1790,5.248450280947366e-05,2.0945458865225416e-05,0.136,0.404,3.0359461211859667e-05,4.7610314502598565e-05,0.192,0.36
1800,4.972371719407488e-05,2.1116096330149856e-05,0.14,0.40800000000000003,3.216872030279182e-05,4.745205918228477e-05,0.2,0.4
1810,4.935826693605704e-05,2.169481239388685e-05,0.136,0.41200000000000003,2.7792282032001134e-05,4.994390083679399e-05,0.192,0.36
1820,4.6981752213888674e-05,2.1011515214372934e-05,0.136,0.40800000000000003,2.96884066493004e-05,4.740328648716119e-05,0.196,0.40800000000000003
1830,4.814373580224021e-05,2.1936653721149012e-05,0.128,0.4,3.0279995276673298e-05,5.043849171720556e-05,0.20400000000000001,0.404
1840,5.155764729922809e-05,2.0785441510477655e-05,0.128,0.40800000000000003,3.0083866845425816e-05,4.785594683925604e-05,0.2,0.40800000000000003
1850,4.87086560397388e-05,2.1382757262226368e-05,0.136,0.41200000000000003,3.142171131271838e-05,4.880769540032582e-05,0.192,0.376
1860,5.330832423052371e-05,2.2213542259998127e-05,0.128,0.41600000000000004,3.285544137290492e-05,4.704836827059849e-05,0.196,0.4
1870,4.6688072454938084e-05,2.2282523627181028e-05,0.128,0.4,2.9710838265364978e-05,4.9333580443276184e-05,0.20800000000000002,0.40800000000000003
1880,5.1725879142232005e-05,2.1701657662254165e-05,0.128,0.404,3.1893064816514055e-05,4.8910380461706754e-05,0.20400000000000001,0.364
1890,4.932530939353268e-05,2.182936621599454e-05,0.128,0.40800000000000003,3.188137635926028e-05,4.729144504996596e-05,0.2,0.364
1900,4.643823462728465e-05,2.2252958488949508e-05,0.128,0.404,2.9910867936858584e-05,5.018268744031884e-05,0.188,0.4
1910,4.779574242555644e-05,2.0209671527382687e-05,0.136,0.392,2.867963894893236e-05,4.8526593294678105e-05,0.196,0.40800000000000003
1920,4.635612263755032e-05,2.064348684602309e-05,0.136,0.392,3.0386750891345295e-05,4.8397123123340276e-05,0.196,0.4
